|id |titulo                                             |link_imagem|descricao                                          |id_pesquisa_produto|id_pesquisa_subcategoria|createdAt                    |updatedAt                    |
|234|-                                                  |           |-                                                  |186                |                        |2025-04-22 18:50:56.221 -0300|2025-04-22 18:50:56.221 -0300|
|235|-                                                  |           |-                                                  |187                |                        |2025-04-22 18:50:56.467 -0300|2025-04-22 18:50:56.467 -0300|
|236|-                                                  |           |-                                                  |188                |                        |2025-05-06 14:25:31.825 -0300|2025-05-06 14:25:31.825 -0300|
|237|-                                                  |           |-                                                  |189                |                        |2025-05-06 14:40:12.924 -0300|2025-05-06 14:40:12.924 -0300|
|238|-                                                  |           |-                                                  |190                |                        |2025-05-06 14:40:13.436 -0300|2025-05-06 14:40:13.436 -0300|
|239|-                                                  |           |-                                                  |191                |                        |2025-05-06 14:50:19.864 -0300|2025-05-06 14:50:19.864 -0300|
|240|-                                                  |           |-                                                  |192                |                        |2025-05-06 14:50:20.175 -0300|2025-05-06 14:50:20.175 -0300|
|241|-                                                  |           |-                                                  |193                |                        |2025-05-06 14:50:20.605 -0300|2025-05-06 14:50:20.605 -0300|
|242|-                                                  |           |-                                                  |194                |                        |2025-05-06 14:50:20.966 -0300|2025-05-06 14:50:20.966 -0300|
|243|-                                                  |           |-                                                  |195                |                        |2025-05-06 14:50:21.333 -0300|2025-05-06 14:50:21.333 -0300|
|244|-                                                  |           |-                                                  |196                |                        |2025-05-06 14:50:21.704 -0300|2025-05-06 14:50:21.704 -0300|
|245|-                                                  |           |-                                                  |197                |                        |2025-05-06 14:58:28.441 -0300|2025-05-06 14:58:28.441 -0300|
|246|-                                                  |           |-                                                  |198                |                        |2025-05-06 14:58:28.706 -0300|2025-05-06 14:58:28.706 -0300|
|247|-                                                  |           |-                                                  |199                |                        |2025-05-06 14:58:28.966 -0300|2025-05-06 14:58:28.966 -0300|
|248|-                                                  |           |-                                                  |200                |                        |2025-05-06 14:58:29.215 -0300|2025-05-06 14:58:29.215 -0300|
|249|-                                                  |           |-                                                  |201                |                        |2025-05-06 14:58:29.465 -0300|2025-05-06 14:58:29.465 -0300|
|250|-                                                  |           |-                                                  |202                |                        |2025-05-06 15:09:03.517 -0300|2025-05-06 15:09:03.517 -0300|
|251|-                                                  |           |-                                                  |203                |                        |2025-05-06 15:09:04.030 -0300|2025-05-06 15:09:04.030 -0300|
|252|-                                                  |           |-                                                  |204                |                        |2025-05-06 15:09:04.443 -0300|2025-05-06 15:09:04.443 -0300|
|253|-                                                  |           |-                                                  |205                |                        |2025-05-06 15:09:04.846 -0300|2025-05-06 15:09:04.846 -0300|
|254|-                                                  |           |-                                                  |206                |                        |2025-05-06 15:09:05.136 -0300|2025-05-06 15:09:05.136 -0300|
|255|-                                                  |           |-                                                  |207                |                        |2025-05-06 15:16:38.648 -0300|2025-05-06 15:16:38.648 -0300|
|256|-                                                  |           |-                                                  |208                |                        |2025-05-06 15:16:38.894 -0300|2025-05-06 15:16:38.894 -0300|
|257|-                                                  |           |-                                                  |209                |                        |2025-05-06 15:16:39.161 -0300|2025-05-06 15:16:39.161 -0300|
|258|-                                                  |           |-                                                  |210                |                        |2025-05-06 15:26:29.286 -0300|2025-05-06 15:26:29.286 -0300|
|259|-                                                  |           |-                                                  |211                |                        |2025-05-16 10:53:09.525 -0300|2025-05-16 10:53:09.525 -0300|
|260|-                                                  |           |-                                                  |212                |                        |2025-05-16 11:04:07.016 -0300|2025-05-16 11:04:07.016 -0300|
|261|-                                                  |           |-                                                  |213                |                        |2025-05-16 11:04:07.291 -0300|2025-05-16 11:04:07.291 -0300|
|262|-                                                  |           |-                                                  |214                |                        |2025-05-16 11:13:09.265 -0300|2025-05-16 11:13:09.265 -0300|
|263|-                                                  |           |-                                                  |215                |                        |2025-05-16 11:13:09.540 -0300|2025-05-16 11:13:09.540 -0300|
|264|-                                                  |           |-                                                  |216                |                        |2025-05-16 11:13:09.842 -0300|2025-05-16 11:13:09.842 -0300|
|265|-                                                  |           |-                                                  |217                |                        |2025-05-16 11:20:29.022 -0300|2025-05-16 11:20:29.022 -0300|
|266|-                                                  |           |-                                                  |218                |                        |2025-05-16 11:27:05.838 -0300|2025-05-16 11:27:05.838 -0300|
|267|-                                                  |           |-                                                  |219                |                        |2025-05-16 11:40:48.090 -0300|2025-05-16 11:40:48.090 -0300|
|268|-                                                  |           |-                                                  |220                |                        |2025-05-19 14:56:05.500 -0300|2025-05-19 14:56:05.500 -0300|
|269|-                                                  |           |-                                                  |221                |                        |2025-05-19 15:14:56.322 -0300|2025-05-19 15:14:56.322 -0300|
|270|-                                                  |           |-                                                  |222                |                        |2025-05-19 15:45:33.077 -0300|2025-05-19 15:45:33.077 -0300|
|271|-                                                  |           |-                                                  |223                |                        |2025-05-19 16:05:27.466 -0300|2025-05-19 16:05:27.466 -0300|
|272|-                                                  |           |-                                                  |224                |                        |2025-05-19 16:21:27.422 -0300|2025-05-19 16:21:27.422 -0300|
|273|-                                                  |           |-                                                  |225                |                        |2025-05-20 15:32:18.802 -0300|2025-05-20 15:32:18.802 -0300|
|274|-                                                  |           |-                                                  |226                |                        |2025-05-20 15:40:37.066 -0300|2025-05-20 15:40:37.066 -0300|
|275|-                                                  |           |-                                                  |227                |                        |2025-05-20 15:56:04.587 -0300|2025-05-20 15:56:04.587 -0300|
|276|-                                                  |           |-                                                  |228                |                        |2025-05-20 16:18:54.090 -0300|2025-05-20 16:18:54.090 -0300|
|277|-                                                  |           |-                                                  |229                |                        |2025-05-20 16:18:54.400 -0300|2025-05-20 16:18:54.400 -0300|
|278|-                                                  |           |-                                                  |230                |                        |2025-05-20 16:18:54.648 -0300|2025-05-20 16:18:54.648 -0300|
|279|-                                                  |           |-                                                  |231                |                        |2025-05-20 16:18:54.893 -0300|2025-05-20 16:18:54.893 -0300|
|280|-                                                  |           |-                                                  |232                |                        |2025-05-20 16:29:47.224 -0300|2025-05-20 16:29:47.224 -0300|
|281|-                                                  |           |-                                                  |233                |                        |2025-05-20 16:29:47.503 -0300|2025-05-20 16:29:47.503 -0300|
|282|-                                                  |           |-                                                  |234                |                        |2025-05-20 16:29:47.747 -0300|2025-05-20 16:29:47.747 -0300|
|283|-                                                  |           |-                                                  |235                |                        |2025-05-20 16:29:48.000 -0300|2025-05-20 16:29:48.000 -0300|
|284|-                                                  |           |-                                                  |236                |                        |2025-05-20 16:29:48.262 -0300|2025-05-20 16:29:48.262 -0300|
|285|-                                                  |           |-                                                  |237                |                        |2025-05-20 16:29:48.502 -0300|2025-05-20 16:29:48.502 -0300|
|286|-                                                  |           |-                                                  |238                |                        |2025-05-21 18:25:35.122 -0300|2025-05-21 18:25:35.122 -0300|
|287|-                                                  |           |-                                                  |239                |                        |2025-05-21 18:34:58.242 -0300|2025-05-21 18:34:58.242 -0300|
|288|-                                                  |           |-                                                  |240                |                        |2025-05-21 18:47:02.481 -0300|2025-05-21 18:47:02.481 -0300|
|289|-                                                  |           |-                                                  |241                |                        |2025-05-21 18:47:02.772 -0300|2025-05-21 18:47:02.772 -0300|
|290|-                                                  |           |-                                                  |242                |                        |2025-05-21 18:47:03.087 -0300|2025-05-21 18:47:03.087 -0300|
|291|-                                                  |           |-                                                  |243                |                        |2025-05-28 10:15:31.415 -0300|2025-05-28 10:15:31.415 -0300|
|292|-                                                  |           |-                                                  |244                |                        |2025-05-28 10:15:31.683 -0300|2025-05-28 10:15:31.683 -0300|
|293|-                                                  |           |-                                                  |245                |                        |2025-05-28 10:15:31.942 -0300|2025-05-28 10:15:31.942 -0300|
|294|-                                                  |           |-                                                  |246                |                        |2025-05-28 10:15:32.184 -0300|2025-05-28 10:15:32.184 -0300|
|295|-                                                  |           |-                                                  |247                |                        |2025-05-28 10:36:07.813 -0300|2025-05-28 10:36:07.813 -0300|
|296|-                                                  |           |-                                                  |248                |                        |2025-05-28 10:36:08.125 -0300|2025-05-28 10:36:08.125 -0300|
|297|-                                                  |           |-                                                  |249                |                        |2025-05-28 10:36:08.377 -0300|2025-05-28 10:36:08.377 -0300|
|298|-                                                  |           |-                                                  |250                |                        |2025-05-28 10:36:08.649 -0300|2025-05-28 10:36:08.649 -0300|
|299|-                                                  |           |-                                                  |251                |                        |2025-05-28 10:37:04.143 -0300|2025-05-28 10:37:04.143 -0300|
|300|-                                                  |           |-                                                  |252                |                        |2025-05-28 10:45:59.705 -0300|2025-05-28 10:45:59.705 -0300|
|301|-                                                  |           |-                                                  |253                |                        |2025-05-28 10:58:49.220 -0300|2025-05-28 10:58:49.220 -0300|
|302|-                                                  |           |-                                                  |254                |                        |2025-05-28 15:53:27.689 -0300|2025-05-28 15:53:27.689 -0300|
|303|-                                                  |           |-                                                  |255                |                        |2025-05-28 16:05:14.179 -0300|2025-05-28 16:05:14.179 -0300|
|304|-                                                  |           |-                                                  |256                |                        |2025-05-28 16:05:14.427 -0300|2025-05-28 16:05:14.427 -0300|
|305|-                                                  |           |-                                                  |257                |                        |2025-05-28 16:05:14.869 -0300|2025-05-28 16:05:14.869 -0300|
|306|-                                                  |           |-                                                  |258                |                        |2025-05-28 16:05:15.140 -0300|2025-05-28 16:05:15.140 -0300|
|307|-                                                  |           |-                                                  |259                |                        |2025-05-28 16:05:15.399 -0300|2025-05-28 16:05:15.399 -0300|
|308|-                                                  |           |-                                                  |260                |                        |2025-05-28 16:16:01.567 -0300|2025-05-28 16:16:01.567 -0300|
|309|-                                                  |           |-                                                  |261                |                        |2025-05-28 16:16:01.852 -0300|2025-05-28 16:16:01.852 -0300|
|310|-                                                  |           |-                                                  |262                |                        |2025-05-28 16:16:02.127 -0300|2025-05-28 16:16:02.127 -0300|
|311|-                                                  |           |-                                                  |263                |                        |2025-05-28 16:16:02.364 -0300|2025-05-28 16:16:02.364 -0300|
|312|-                                                  |           |-                                                  |264                |                        |2025-05-28 16:16:02.633 -0300|2025-05-28 16:16:02.633 -0300|
|313|-                                                  |           |-                                                  |265                |                        |2025-05-28 16:16:03.338 -0300|2025-05-28 16:16:03.338 -0300|
|314|-                                                  |           |-                                                  |266                |                        |2025-05-28 16:16:03.593 -0300|2025-05-28 16:16:03.593 -0300|
|315|-                                                  |           |-                                                  |267                |                        |2025-05-28 16:16:03.850 -0300|2025-05-28 16:16:03.850 -0300|
|316|-                                                  |           |-                                                  |268                |                        |2025-05-28 16:24:03.723 -0300|2025-05-28 16:24:03.723 -0300|
|317|-                                                  |           |-                                                  |269                |                        |2025-05-28 16:24:04.014 -0300|2025-05-28 16:24:04.014 -0300|
|318|-                                                  |           |-                                                  |270                |                        |2025-05-28 16:24:04.296 -0300|2025-05-28 16:24:04.296 -0300|
|319|-                                                  |           |-                                                  |271                |                        |2025-05-28 16:24:04.561 -0300|2025-05-28 16:24:04.561 -0300|
|320|-                                                  |           |-                                                  |272                |                        |2025-05-28 16:24:04.819 -0300|2025-05-28 16:24:04.819 -0300|
|321|-                                                  |           |-                                                  |273                |                        |2025-05-28 16:32:53.671 -0300|2025-05-28 16:32:53.671 -0300|
|322|-                                                  |           |-                                                  |274                |                        |2025-05-28 16:32:53.963 -0300|2025-05-28 16:32:53.963 -0300|
|323|-                                                  |           |-                                                  |275                |                        |2025-05-28 16:32:54.257 -0300|2025-05-28 16:32:54.257 -0300|
|324|-                                                  |           |-                                                  |276                |                        |2025-05-28 16:32:54.501 -0300|2025-05-28 16:32:54.501 -0300|
|325|-                                                  |           |-                                                  |277                |                        |2025-05-28 16:32:54.789 -0300|2025-05-28 16:32:54.789 -0300|
|326|-                                                  |           |-                                                  |278                |                        |2025-05-28 16:40:32.649 -0300|2025-05-28 16:40:32.649 -0300|
|327|-                                                  |           |-                                                  |279                |                        |2025-05-28 16:49:35.965 -0300|2025-05-28 16:49:35.965 -0300|
|328|-                                                  |           |-                                                  |280                |                        |2025-05-30 15:57:40.472 -0300|2025-05-30 15:57:40.472 -0300|
|329|-                                                  |           |-                                                  |281                |                        |2025-05-30 16:00:08.640 -0300|2025-05-30 16:00:08.640 -0300|
|330|-                                                  |           |-                                                  |282                |                        |2025-05-30 16:01:36.770 -0300|2025-05-30 16:01:36.770 -0300|
|331|-                                                  |           |-                                                  |283                |                        |2025-05-30 16:02:49.315 -0300|2025-05-30 16:02:49.315 -0300|
|332|-                                                  |           |-                                                  |284                |                        |2025-05-30 16:24:29.593 -0300|2025-05-30 16:24:29.593 -0300|
|333|-                                                  |           |-                                                  |285                |                        |2025-05-30 16:31:33.441 -0300|2025-05-30 16:31:33.441 -0300|
|334|-                                                  |           |-                                                  |286                |                        |2025-06-02 17:35:40.009 -0300|2025-06-02 17:35:40.009 -0300|
|335|-                                                  |           |-                                                  |287                |                        |2025-06-02 17:41:06.674 -0300|2025-06-02 17:41:06.674 -0300|
|336|-                                                  |           |-                                                  |288                |                        |2025-06-02 17:51:34.261 -0300|2025-06-02 17:51:34.261 -0300|
|337|-                                                  |           |-                                                  |289                |                        |2025-06-02 17:52:41.978 -0300|2025-06-02 17:52:41.978 -0300|
|338|-                                                  |           |-                                                  |290                |                        |2025-06-03 17:13:40.350 -0300|2025-06-03 17:13:40.350 -0300|
|339|-                                                  |           |-                                                  |291                |                        |2025-06-03 17:26:29.111 -0300|2025-06-03 17:26:29.111 -0300|
|340|-                                                  |           |-                                                  |292                |                        |2025-06-03 17:41:59.437 -0300|2025-06-03 17:41:59.437 -0300|
|341|-                                                  |           |-                                                  |293                |                        |2025-06-03 17:51:37.650 -0300|2025-06-03 17:51:37.650 -0300|
|342|-                                                  |           |-                                                  |294                |                        |2025-06-03 18:24:30.096 -0300|2025-06-03 18:24:30.096 -0300|
|343|-                                                  |           |-                                                  |295                |                        |2025-06-03 18:28:04.408 -0300|2025-06-03 18:28:04.408 -0300|
|344|-                                                  |           |-                                                  |296                |                        |2025-06-03 18:29:26.973 -0300|2025-06-03 18:29:26.973 -0300|
|345|-                                                  |           |-                                                  |297                |                        |2025-06-03 18:30:00.995 -0300|2025-06-03 18:30:00.995 -0300|
|346|-                                                  |           |-                                                  |298                |                        |2025-06-05 11:05:05.598 -0300|2025-06-05 11:05:05.598 -0300|
|347|-                                                  |           |-                                                  |299                |                        |2025-06-05 11:16:25.515 -0300|2025-06-05 11:16:25.515 -0300|
|348|-                                                  |           |-                                                  |300                |                        |2025-06-05 11:28:49.804 -0300|2025-06-05 11:28:49.804 -0300|
|349|-                                                  |           |-                                                  |301                |                        |2025-06-10 15:08:10.977 -0300|2025-06-10 15:08:10.977 -0300|
|350|-                                                  |           |-                                                  |302                |                        |2025-06-10 15:48:29.993 -0300|2025-06-10 15:48:29.993 -0300|
|351|-                                                  |           |-                                                  |303                |                        |2025-06-10 15:57:44.960 -0300|2025-06-10 15:57:44.960 -0300|
|352|-                                                  |           |-                                                  |304                |                        |2025-06-10 16:20:43.198 -0300|2025-06-10 16:20:43.198 -0300|
|353|-                                                  |           |-                                                  |305                |                        |2025-06-10 16:20:43.472 -0300|2025-06-10 16:20:43.472 -0300|
|354|-                                                  |           |-                                                  |306                |                        |2025-06-10 16:20:43.732 -0300|2025-06-10 16:20:43.732 -0300|
|355|-                                                  |           |-                                                  |307                |                        |2025-06-10 16:31:30.469 -0300|2025-06-10 16:31:30.469 -0300|
|356|-                                                  |           |-                                                  |308                |                        |2025-06-11 17:49:32.401 -0300|2025-06-11 17:49:32.401 -0300|
|357|-                                                  |           |-                                                  |309                |                        |2025-06-11 18:01:38.296 -0300|2025-06-11 18:01:38.296 -0300|
|358|-                                                  |           |-                                                  |310                |                        |2025-06-11 18:08:57.358 -0300|2025-06-11 18:08:57.358 -0300|
|359|-                                                  |           |-                                                  |311                |                        |2025-06-13 14:46:01.995 -0300|2025-06-13 14:46:01.995 -0300|
|360|-                                                  |           |-                                                  |312                |                        |2025-06-13 14:46:02.264 -0300|2025-06-13 14:46:02.264 -0300|
|361|-                                                  |           |-                                                  |313                |                        |2025-06-13 14:54:11.788 -0300|2025-06-13 14:54:11.788 -0300|
|362|-                                                  |           |-                                                  |314                |                        |2025-06-13 15:01:47.711 -0300|2025-06-13 15:01:47.711 -0300|
|363|-                                                  |           |-                                                  |315                |                        |2025-06-13 15:09:33.865 -0300|2025-06-13 15:09:33.865 -0300|
|364|-                                                  |           |-                                                  |316                |                        |2025-06-13 15:17:41.631 -0300|2025-06-13 15:17:41.631 -0300|
|365|-                                                  |           |-                                                  |317                |                        |2025-06-13 15:23:36.953 -0300|2025-06-13 15:23:36.953 -0300|
|366|-                                                  |           |-                                                  |318                |                        |2025-06-16 14:46:37.158 -0300|2025-06-16 14:46:37.158 -0300|
|367|-                                                  |           |-                                                  |319                |                        |2025-06-16 14:57:54.829 -0300|2025-06-16 14:57:54.829 -0300|
|368|-                                                  |           |-                                                  |320                |                        |2025-06-16 15:04:03.654 -0300|2025-06-16 15:04:03.654 -0300|
|369|-                                                  |           |-                                                  |321                |                        |2025-06-16 15:12:35.081 -0300|2025-06-16 15:12:35.081 -0300|
|370|-                                                  |           |-                                                  |322                |                        |2025-06-16 15:33:09.336 -0300|2025-06-16 15:33:09.336 -0300|
|371|-                                                  |           |-                                                  |323                |                        |2025-06-16 15:34:48.707 -0300|2025-06-16 15:34:48.707 -0300|
|372|-                                                  |           |-                                                  |324                |                        |2025-06-16 15:47:54.301 -0300|2025-06-16 15:47:54.301 -0300|
|373|-                                                  |           |-                                                  |325                |                        |2025-06-16 15:59:57.994 -0300|2025-06-16 15:59:57.994 -0300|
|374|-                                                  |           |-                                                  |326                |                        |2025-06-16 16:02:41.186 -0300|2025-06-16 16:02:41.186 -0300|
|375|-                                                  |           |-                                                  |327                |                        |2025-06-17 15:46:43.937 -0300|2025-06-17 15:46:43.937 -0300|
|376|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |55                      |2025-06-25 15:17:04.016 -0300|2025-06-25 15:17:04.016 -0300|
|377|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |56                      |2025-06-25 15:17:04.297 -0300|2025-06-25 15:17:04.297 -0300|
|378|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |57                      |2025-06-25 15:17:04.544 -0300|2025-06-25 15:17:04.544 -0300|
|379|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |58                      |2025-06-25 15:17:04.790 -0300|2025-06-25 15:17:04.790 -0300|
|381|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |60                      |2025-06-25 15:17:05.292 -0300|2025-06-25 15:17:05.292 -0300|
|382|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |61                      |2025-06-25 15:17:05.606 -0300|2025-06-25 15:17:05.606 -0300|
|383|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |62                      |2025-06-25 15:17:05.949 -0300|2025-06-25 15:17:05.949 -0300|
|384|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |63                      |2025-06-25 15:17:06.203 -0300|2025-06-25 15:17:06.203 -0300|
|385|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |64                      |2025-06-25 15:17:06.433 -0300|2025-06-25 15:17:06.433 -0300|
|386|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |65                      |2025-06-25 15:17:06.674 -0300|2025-06-25 15:17:06.674 -0300|
|387|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |66                      |2025-06-25 15:17:06.937 -0300|2025-06-25 15:17:06.937 -0300|
|388|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |67                      |2025-06-25 16:07:20.708 -0300|2025-06-25 16:07:20.708 -0300|
|389|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |68                      |2025-06-25 16:07:21.017 -0300|2025-06-25 16:07:21.017 -0300|
|390|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |69                      |2025-06-25 16:29:47.159 -0300|2025-06-25 16:29:47.159 -0300|
|391|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |70                      |2025-06-25 16:29:47.428 -0300|2025-06-25 16:29:47.428 -0300|
|392|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |71                      |2025-06-25 16:29:47.679 -0300|2025-06-25 16:29:47.679 -0300|
|393|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |72                      |2025-06-25 16:29:47.954 -0300|2025-06-25 16:29:47.954 -0300|
|394|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |73                      |2025-06-25 16:29:48.198 -0300|2025-06-25 16:29:48.198 -0300|
|395|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |74                      |2025-06-25 16:29:48.428 -0300|2025-06-25 16:29:48.428 -0300|
|396|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |75                      |2025-06-25 16:29:48.674 -0300|2025-06-25 16:29:48.674 -0300|
|397|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |76                      |2025-06-25 16:29:48.916 -0300|2025-06-25 16:29:48.916 -0300|
|398|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |77                      |2025-06-25 16:29:49.156 -0300|2025-06-25 16:29:49.156 -0300|
|399|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |78                      |2025-06-25 16:29:49.392 -0300|2025-06-25 16:29:49.392 -0300|
|400|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |79                      |2025-06-25 16:29:49.635 -0300|2025-06-25 16:29:49.635 -0300|
|401|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |80                      |2025-06-25 16:29:49.870 -0300|2025-06-25 16:29:49.870 -0300|
|402|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |81                      |2025-06-25 16:29:50.113 -0300|2025-06-25 16:29:50.113 -0300|
|403|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |82                      |2025-06-25 16:29:50.361 -0300|2025-06-25 16:29:50.361 -0300|
|404|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |83                      |2025-06-25 16:29:50.613 -0300|2025-06-25 16:29:50.613 -0300|
|405|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |84                      |2025-06-25 16:29:50.886 -0300|2025-06-25 16:29:50.886 -0300|
|406|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |85                      |2025-06-25 16:29:51.135 -0300|2025-06-25 16:29:51.135 -0300|
|407|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |86                      |2025-06-25 16:29:51.383 -0300|2025-06-25 16:29:51.383 -0300|
|408|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |87                      |2025-06-25 16:29:51.624 -0300|2025-06-25 16:29:51.624 -0300|
|409|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |88                      |2025-06-25 16:29:51.871 -0300|2025-06-25 16:29:51.871 -0300|
|410|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |89                      |2025-06-25 16:29:52.283 -0300|2025-06-25 16:29:52.283 -0300|
|411|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |90                      |2025-06-25 16:53:58.115 -0300|2025-06-25 16:53:58.115 -0300|
|412|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |91                      |2025-06-25 16:53:58.353 -0300|2025-06-25 16:53:58.353 -0300|
|413|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |92                      |2025-06-25 16:53:58.598 -0300|2025-06-25 16:53:58.598 -0300|
|414|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |93                      |2025-06-25 16:53:58.846 -0300|2025-06-25 16:53:58.846 -0300|
|415|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |94                      |2025-06-25 16:53:59.095 -0300|2025-06-25 16:53:59.095 -0300|
|416|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |95                      |2025-06-25 16:53:59.325 -0300|2025-06-25 16:53:59.325 -0300|
|417|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |96                      |2025-06-25 16:53:59.573 -0300|2025-06-25 16:53:59.573 -0300|
|418|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |97                      |2025-06-25 16:53:59.817 -0300|2025-06-25 16:53:59.817 -0300|
|419|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |98                      |2025-06-25 16:54:00.067 -0300|2025-06-25 16:54:00.067 -0300|
|420|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |99                      |2025-06-25 16:54:00.324 -0300|2025-06-25 16:54:00.324 -0300|
|421|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |100                     |2025-06-25 16:54:00.561 -0300|2025-06-25 16:54:00.561 -0300|
|422|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |101                     |2025-06-25 16:54:00.800 -0300|2025-06-25 16:54:00.800 -0300|
|423|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |102                     |2025-06-25 16:54:01.036 -0300|2025-06-25 16:54:01.036 -0300|
|424|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |103                     |2025-06-25 16:54:01.258 -0300|2025-06-25 16:54:01.258 -0300|
|425|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |104                     |2025-06-26 09:20:02.832 -0300|2025-06-26 09:20:02.832 -0300|
|426|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |105                     |2025-06-26 09:20:03.202 -0300|2025-06-26 09:20:03.202 -0300|
|427|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |106                     |2025-06-26 09:20:03.702 -0300|2025-06-26 09:20:03.702 -0300|
|428|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |107                     |2025-06-26 09:39:25.835 -0300|2025-06-26 09:39:25.835 -0300|
|429|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |108                     |2025-06-26 09:39:26.102 -0300|2025-06-26 09:39:26.102 -0300|
|430|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |109                     |2025-06-26 09:39:26.450 -0300|2025-06-26 09:39:26.450 -0300|
|431|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |110                     |2025-06-26 10:51:47.665 -0300|2025-06-26 10:51:47.665 -0300|
|432|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |111                     |2025-06-26 10:51:47.968 -0300|2025-06-26 10:51:47.968 -0300|
|433|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |112                     |2025-06-26 10:51:48.253 -0300|2025-06-26 10:51:48.253 -0300|
|434|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |113                     |2025-06-26 10:51:48.530 -0300|2025-06-26 10:51:48.530 -0300|
|435|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |114                     |2025-06-26 10:51:48.821 -0300|2025-06-26 10:51:48.821 -0300|
|436|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |115                     |2025-06-26 10:51:49.089 -0300|2025-06-26 10:51:49.089 -0300|
|437|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |116                     |2025-06-26 10:51:49.620 -0300|2025-06-26 10:51:49.620 -0300|
|438|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |117                     |2025-06-26 17:19:20.945 -0300|2025-06-26 17:19:20.945 -0300|
|439|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |118                     |2025-06-26 17:19:21.251 -0300|2025-06-26 17:19:21.251 -0300|
|440|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |119                     |2025-06-26 17:19:21.508 -0300|2025-06-26 17:19:21.508 -0300|
|441|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |120                     |2025-06-26 17:19:21.772 -0300|2025-06-26 17:19:21.772 -0300|
|442|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |121                     |2025-06-26 17:19:22.006 -0300|2025-06-26 17:19:22.006 -0300|
|443|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |122                     |2025-06-26 17:37:34.878 -0300|2025-06-26 17:37:34.878 -0300|
